"Posição 'x' e 'y' - Pata 1"

"Time      "	"X"	"Y"
0.000000e+00	-7.105427e-15	1.000000e+01
1.200000e-02	-3.330639e-15	1.000000e+01
2.400000e-02	-1.243466e-14	1.000000e+01
3.600000e-02	9.192314e-12	1.000000e+01
4.800000e-02	9.191315e-12	1.000000e+01
6.000000e-02	9.186763e-12	1.000000e+01
7.200000e-02	9.171000e-12	1.000000e+01
8.400000e-02	9.177436e-12	1.000000e+01
9.600000e-02	9.178439e-12	1.000000e+01
1.080000e-01	9.167451e-12	1.000000e+01
1.200000e-01	9.151791e-12	1.000000e+01
1.320000e-01	9.164009e-12	1.000000e+01
1.440000e-01	9.176443e-12	1.000000e+01
1.560000e-01	9.170561e-12	1.000000e+01
1.680000e-01	9.156568e-12	1.000000e+01
1.800000e-01	9.128921e-12	1.000000e+01
1.920000e-01	9.109941e-12	1.000000e+01
2.040000e-01	9.105943e-12	1.000000e+01
2.160000e-01	9.110483e-12	1.000000e+01
2.280000e-01	9.093719e-12	1.000000e+01
2.400000e-01	9.081305e-12	1.000000e+01
2.520000e-01	9.044320e-12	1.000000e+01
2.640000e-01	9.035904e-12	1.000000e+01
2.760000e-01	9.050567e-12	1.000000e+01
2.880000e-01	9.018719e-12	1.000000e+01
3.000000e-01	9.001887e-12	1.000000e+01
3.120000e-01	8.978685e-12	1.000000e+01
3.240000e-01	8.957407e-12	1.000000e+01
3.360000e-01	8.952772e-12	1.000000e+01
3.480000e-01	8.938651e-12	1.000000e+01
3.600000e-01	8.925125e-12	1.000000e+01
3.720000e-01	8.889265e-12	1.000000e+01
3.840000e-01	8.886121e-12	1.000000e+01
3.960000e-01	8.854571e-12	1.000000e+01
4.080000e-01	8.845084e-12	1.000000e+01
4.200000e-01	8.829200e-12	1.000000e+01
4.320000e-01	8.808221e-12	1.000000e+01
4.440000e-01	8.790169e-12	1.000000e+01
4.560000e-01	8.778297e-12	1.000000e+01
4.680000e-01	8.759540e-12	1.000000e+01
4.800000e-01	8.722786e-12	1.000000e+01
4.920000e-01	8.702674e-12	1.000000e+01
5.040000e-01	8.697199e-12	1.000000e+01
5.160000e-01	8.610734e-12	1.000000e+01
5.280000e-01	8.602873e-12	1.000000e+01
5.400000e-01	8.637026e-12	1.000000e+01
5.520000e-01	8.612523e-12	1.000000e+01
5.640000e-01	8.591110e-12	1.000000e+01
5.760000e-01	8.561294e-12	1.000000e+01
5.880000e-01	8.493315e-12	1.000000e+01
6.000000e-01	8.459704e-12	1.000000e+01
6.120000e-01	8.422950e-12	1.000000e+01
6.240000e-01	8.421540e-12	1.000000e+01
6.360000e-01	8.392484e-12	1.000000e+01
6.480000e-01	8.390857e-12	1.000000e+01
6.600000e-01	8.346080e-12	1.000000e+01
6.720000e-01	8.372643e-12	1.000000e+01
6.840000e-01	8.314530e-12	1.000000e+01
6.960000e-01	8.255441e-12	1.000000e+01
7.080000e-01	8.228769e-12	1.000000e+01
7.200000e-01	8.173800e-12	1.000000e+01
7.320000e-01	8.155043e-12	1.000000e+01
7.440000e-01	8.114603e-12	1.000000e+01
7.560000e-01	8.129348e-12	1.000000e+01
7.680000e-01	8.095087e-12	1.000000e+01
7.800000e-01	8.082510e-12	1.000000e+01
7.920000e-01	8.059742e-12	1.000000e+01
8.040000e-01	7.988510e-12	1.000000e+01
8.160000e-01	7.946226e-12	1.000000e+01
8.280000e-01	7.916085e-12	1.000000e+01
8.400000e-01	7.909255e-12	1.000000e+01
8.520000e-01	7.833361e-12	1.000000e+01
8.640000e-01	7.841817e-12	1.000000e+01
8.760000e-01	7.820567e-12	1.000000e+01
8.880000e-01	7.819917e-12	1.000000e+01
9.000000e-01	7.775898e-12	1.000000e+01
9.120000e-01	7.722122e-12	1.000000e+01
9.240000e-01	7.657069e-12	1.000000e+01
9.360000e-01	7.626495e-12	1.000000e+01
9.480000e-01	7.621291e-12	1.000000e+01
9.600000e-01	7.566647e-12	1.000000e+01
9.720000e-01	7.560359e-12	1.000000e+01
9.840000e-01	7.520677e-12	1.000000e+01
9.960000e-01	7.507883e-12	1.000000e+01
1.008000e+00	7.492704e-12	1.000000e+01
1.020000e+00	7.429604e-12	1.000000e+01
1.032000e+00	7.373008e-12	1.000000e+01
1.044000e+00	7.323135e-12	1.000000e+01
1.056000e+00	7.329640e-12	1.000000e+01
1.068000e+00	7.271093e-12	1.000000e+01
1.080000e+00	7.248325e-12	1.000000e+01
1.092000e+00	7.218618e-12	1.000000e+01
1.104000e+00	7.238784e-12	1.000000e+01
1.116000e+00	7.194115e-12	1.000000e+01
1.128000e+00	7.140122e-12	1.000000e+01
1.140000e+00	7.063794e-12	1.000000e+01
1.152000e+00	7.054904e-12	1.000000e+01
1.164000e+00	7.044712e-12	1.000000e+01
1.176000e+00	6.979660e-12	1.000000e+01
1.188000e+00	6.966216e-12	1.000000e+01
1.200000e+00	6.934557e-12	1.000000e+01
1.212000e+00	6.940845e-12	1.000000e+01
1.224000e+00	6.908103e-12	1.000000e+01
1.236000e+00	6.854543e-12	1.000000e+01
1.248000e+00	6.795129e-12	1.000000e+01
1.260000e+00	6.756097e-12	1.000000e+01
1.272000e+00	6.752194e-12	1.000000e+01
1.284000e+00	6.683890e-12	1.000000e+01
1.296000e+00	6.698201e-12	1.000000e+01
1.308000e+00	6.646593e-12	1.000000e+01
1.320000e+00	6.674132e-12	1.000000e+01
1.332000e+00	6.617536e-12	1.000000e+01
1.344000e+00	6.569181e-12	1.000000e+01
1.356000e+00	6.519525e-12	1.000000e+01
1.368000e+00	6.490902e-12	1.000000e+01
1.380000e+00	6.465314e-12	1.000000e+01
1.392000e+00	6.439294e-12	1.000000e+01
1.404000e+00	6.426717e-12	1.000000e+01
1.416000e+00	6.392890e-12	1.000000e+01
1.428000e+00	6.401130e-12	1.000000e+01
1.440000e+00	6.371206e-12	1.000000e+01
1.452000e+00	6.328271e-12	1.000000e+01
1.464000e+00	6.273194e-12	1.000000e+01
1.476000e+00	6.233295e-12	1.000000e+01
1.488000e+00	6.241969e-12	1.000000e+01
1.500000e+00	6.185157e-12	1.000000e+01
1.512000e+00	6.196866e-12	1.000000e+01
1.524000e+00	6.165207e-12	1.000000e+01
1.536000e+00	6.184289e-12	1.000000e+01
1.548000e+00	6.138319e-12	1.000000e+01
1.560000e+00	6.098420e-12	1.000000e+01
1.572000e+00	6.031634e-12	1.000000e+01
1.584000e+00	6.022526e-12	1.000000e+01
1.596000e+00	6.016888e-12	1.000000e+01
1.608000e+00	5.970485e-12	1.000000e+01
1.620000e+00	5.979592e-12	1.000000e+01
1.632000e+00	5.950969e-12	1.000000e+01
1.644000e+00	5.972653e-12	1.000000e+01
1.656000e+00	5.954005e-12	1.000000e+01
1.668000e+00	5.887651e-12	1.000000e+01
