"Posição 'x' e 'y' - Pata 1"

"Time      "	".MARKER_39.Translational_Displacement.X"	".MARKER_39.Translational_Displacement.Y"
0.000000e+00	7.709939e+01	1.117629e+01
1.200000e-02	7.709938e+01	1.119501e+01
2.400000e-02	7.709937e+01	1.125087e+01
3.600000e-02	7.709937e+01	1.134342e+01
4.800000e-02	7.709942e+01	1.147221e+01
6.000000e-02	7.709955e+01	1.163678e+01
7.200000e-02	7.709982e+01	1.183669e+01
8.400000e-02	7.710029e+01	1.207149e+01
9.600000e-02	7.710103e+01	1.234072e+01
1.080000e-01	7.710212e+01	1.264392e+01
1.200000e-01	7.710367e+01	1.298066e+01
1.320000e-01	7.710575e+01	1.335048e+01
1.440000e-01	7.710849e+01	1.375292e+01
1.560000e-01	7.711199e+01	1.418754e+01
1.680000e-01	7.711639e+01	1.465388e+01
1.800000e-01	7.712179e+01	1.515148e+01
1.920000e-01	7.712835e+01	1.567990e+01
2.040000e-01	7.713620e+01	1.623867e+01
2.160000e-01	7.714549e+01	1.682735e+01
2.280000e-01	7.715636e+01	1.744548e+01
2.400000e-01	7.716897e+01	1.809261e+01
2.520000e-01	7.718349e+01	1.876827e+01
2.640000e-01	7.720007e+01	1.947201e+01
2.760000e-01	7.721889e+01	2.020336e+01
2.880000e-01	7.724010e+01	2.096189e+01
3.000000e-01	7.726388e+01	2.174711e+01
3.120000e-01	7.729042e+01	2.255857e+01
3.240000e-01	7.731987e+01	2.339581e+01
3.360000e-01	7.735243e+01	2.425837e+01
3.480000e-01	7.738826e+01	2.514577e+01
3.600000e-01	7.742756e+01	2.605757e+01
3.720000e-01	7.747049e+01	2.699328e+01
3.840000e-01	7.751725e+01	2.795245e+01
3.960000e-01	7.756800e+01	2.893460e+01
4.080000e-01	7.762293e+01	2.993927e+01
4.200000e-01	7.768222e+01	3.096598e+01
4.320000e-01	7.774604e+01	3.201426e+01
4.440000e-01	7.781458e+01	3.308364e+01
4.560000e-01	7.788800e+01	3.417365e+01
4.680000e-01	7.796648e+01	3.528381e+01
4.800000e-01	7.805018e+01	3.641363e+01
4.920000e-01	7.813929e+01	3.756266e+01
5.040000e-01	7.823395e+01	3.873040e+01
5.160000e-01	7.833433e+01	3.991637e+01
5.280000e-01	7.844059e+01	4.112010e+01
5.400000e-01	7.855288e+01	4.234109e+01
5.520000e-01	7.867136e+01	4.357888e+01
5.640000e-01	7.879616e+01	4.483297e+01
5.760000e-01	7.892744e+01	4.610288e+01
5.880000e-01	7.906532e+01	4.738811e+01
6.000000e-01	7.920994e+01	4.868819e+01
6.120000e-01	7.936143e+01	5.000263e+01
6.240000e-01	7.951991e+01	5.133093e+01
6.360000e-01	7.968549e+01	5.267261e+01
6.480000e-01	7.985828e+01	5.402717e+01
6.600000e-01	8.003839e+01	5.539413e+01
